Account length,Area code,International plan,Number vmail messages,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn,Total charge,State,Voice mail plan
57,510,1,0,65,122.3,96,245.0,75,6.4,1,0,1,31.680000000000003,NJ,No
184,408,0,0,93,178.5,77,229.1,111,13.1,8,2,0,44.5,WA,No
109,510,0,0,102,234.1,77,329.2,74,9.9,9,3,0,48.6,AR,No
127,415,0,0,93,149.9,130,204.6,131,9.2,5,2,0,52.38,WI,No
82,510,0,0,122,178.7,102,174.7,90,10.7,9,2,0,63.16,WA,No
180,415,0,0,134,180.5,113,184.2,87,10.1,4,1,0,42.43,RI,No
174,415,0,0,98,252.7,70,220.6,97,7.2,9,2,0,55.77,ME,No
92,415,0,0,60,262.0,73,239.5,120,12.3,6,2,1,56.99,CO,No
81,408,0,0,99,224.7,117,152.5,98,18.0,2,1,0,43.56,CO,No
125,408,0,0,108,169.2,107,156.6,61,9.2,5,2,1,36.07,RI,No
119,408,0,0,100,232.5,53,195.0,64,9.0,1,0,1,72.2,CT,No
122,415,0,0,86,167.8,59,207.0,67,6.4,8,3,0,52.63999999999999,NC,No
34,408,0,0,80,208.7,93,202.1,103,14.0,7,1,0,43.42,WY,No
138,415,1,28,117,312.5,98,178.0,118,10.7,2,3,1,65.35,OR,Yes
90,415,0,24,82,181.6,103,186.9,111,12.9,1,1,0,31.02,FL,Yes
73,408,0,0,121,253.2,83,175.1,86,14.2,2,2,0,41.48,KY,No
19,510,0,0,116,269.7,109,175.3,130,9.5,3,1,1,69.59,SC,No
120,408,0,28,123,285.2,76,192.1,78,6.9,3,1,0,62.78999999999999,WA,Yes
160,415,0,0,113,268.1,69,255.3,62,13.2,4,3,0,42.93,MT,No
141,510,0,0,121,169.9,125,238.8,112,8.2,5,0,0,41.56,PA,No
90,408,0,0,72,234.0,93,210.0,86,12.2,5,2,0,50.02,MA,No
72,415,0,0,117,223.6,96,240.8,93,12.7,4,2,0,46.220000000000006,VT,No
117,408,0,21,112,263.3,110,135.0,85,11.9,7,1,0,51.63,MN,Yes
79,408,1,0,134,319.3,111,239.9,124,8.4,4,2,0,47.010000000000005,IL,No
87,408,0,0,119,192.3,83,200.0,96,6.6,4,1,0,49.72,AR,No
102,415,0,0,56,354.2,118,145.5,93,10.9,3,1,0,55.06999999999999,MD,No
49,408,0,0,91,220.9,146,146.8,114,8.9,2,1,0,61.4,MT,No
67,408,0,0,107,208.2,104,207.9,115,10.0,2,6,0,64.67,VT,No
107,415,0,0,100,163.9,79,185.9,100,6.7,5,2,0,44.18000000000001,CO,No
190,408,0,0,101,212.3,95,233.0,123,9.3,4,2,0,51.53,NC,No
118,510,0,0,80,150.1,87,204.3,115,10.8,4,2,0,34.89,WA,No
120,415,0,0,133,235.1,149,256.4,78,16.9,6,0,0,56.11,TN,No
94,408,0,0,114,165.1,118,137.9,71,9.6,5,0,0,39.77,AR,No
115,510,0,29,81,190.3,109,201.2,87,11.5,2,1,0,57.13,DC,Yes
61,415,0,0,67,264.5,106,210.5,116,9.0,6,1,0,58.45,MN,No
143,510,0,33,130,186.4,114,210.0,111,7.7,6,1,0,41.96,IA,Yes
110,510,0,0,69,95.1,94,178.5,129,8.0,11,1,0,45.6,KS,No
104,415,0,0,92,177.8,109,255.7,98,12.1,4,1,0,38.53,ND,No
16,510,0,0,65,229.7,90,148.2,94,10.7,8,1,0,48.45,MT,No
183,510,0,0,87,183.6,116,176.6,109,13.5,2,0,0,37.67,IL,No
147,408,0,0,92,187.7,107,216.5,95,14.4,8,2,0,48.5,DC,No
58,415,0,0,116,303.7,103,105.4,94,9.3,2,2,1,70.34,KY,No
102,510,1,0,81,243.3,90,147.8,66,12.0,8,3,0,62.03,MS,No
123,415,0,0,98,221.8,77,243.9,114,12.8,4,3,0,50.68,TN,No
64,415,0,43,100,144.1,108,158.1,91,8.5,6,1,0,34.67999999999999,IA,Yes
103,510,0,0,62,226.6,53,230.1,96,7.8,3,2,0,53.82000000000001,AK,No
152,415,0,0,60,152.9,100,123.4,63,10.4,7,1,1,69.84,MN,No
124,415,0,0,112,180.0,109,168.6,94,12.8,4,1,1,71.8,WV,No
97,415,0,0,121,203.0,141,151.8,120,13.3,2,1,0,45.67,OR,No
131,415,0,0,95,179.3,109,251.2,129,15.5,3,1,1,41.8,MS,No
57,415,0,33,105,231.6,79,226.2,90,11.1,11,2,0,55.57000000000001,ME,Yes
157,510,0,0,92,213.0,85,196.1,85,8.5,5,2,0,51.88,MN,No
194,510,0,0,106,169.0,150,225.2,122,11.8,4,0,0,50.42,GA,No
66,415,0,0,107,196.5,99,230.1,106,7.8,2,1,0,43.7,DC,No
155,510,0,0,90,304.4,119,183.3,103,8.6,4,0,0,40.29,GA,No
123,415,0,0,104,190.0,117,170.3,95,12.9,5,4,1,40.57,NY,No
116,510,0,0,90,140.9,114,272.6,96,7.5,4,2,0,48.86,OK,No
63,415,0,0,78,240.8,133,237.7,121,12.8,6,1,0,45.81,OK,No
64,510,0,0,78,211.0,115,179.8,116,11.4,5,3,0,57.89,GA,No
96,510,0,0,122,218.5,116,212.4,89,9.8,1,3,0,46.72,NJ,No
53,415,0,0,106,206.0,56,194.7,124,11.4,2,1,0,48.49,MN,No
105,510,0,0,113,226.6,128,193.6,114,8.9,7,3,0,57.7,ME,No
53,510,0,37,99,194.7,99,236.7,112,12.0,9,2,0,48.23,MI,Yes
101,415,0,0,130,217.2,101,185.4,52,13.9,4,1,0,48.46,MT,No
129,510,0,30,95,211.8,102,240.2,108,9.3,7,3,0,50.65,NE,Yes
122,408,0,0,141,267.8,136,240.3,100,8.8,5,1,1,64.44,ND,No
163,415,0,0,100,178.6,46,203.8,116,12.8,3,5,0,53.13,VA,No
93,408,0,0,120,200.7,85,181.2,107,14.3,9,0,0,46.35,VT,No
115,510,1,0,81,203.4,106,217.5,107,11.8,8,1,1,79.18,OH,No
25,408,0,0,80,281.2,66,166.1,80,8.4,4,1,1,71.2,AL,No
73,408,0,0,92,138.3,114,224.2,128,5.8,5,1,0,34.07,DC,No
120,415,0,0,88,270.4,99,231.5,90,14.0,2,2,0,56.88,ND,No
196,415,0,0,80,206.5,120,221.6,96,10.3,8,1,0,42.96,TN,No
97,510,0,0,90,279.5,127,233.8,103,8.8,4,0,1,64.41,DE,No
148,408,0,0,120,174.4,99,310.7,105,11.2,4,1,0,53.27,NY,No
85,408,0,30,107,247.2,101,158.7,104,11.5,5,1,0,53.55,AL,Yes
86,510,1,0,131,167.0,102,128.9,118,11.4,2,2,1,44.89,OK,No
78,415,0,13,93,178.2,101,244.2,129,6.4,5,2,0,64.67999999999999,MS,Yes
106,415,0,0,89,169.4,67,102.0,90,15.9,4,3,0,54.1,MD,No
147,415,0,38,126,273.8,109,282.9,91,14.1,8,2,0,68.46000000000001,NE,Yes
145,415,0,0,89,314.9,121,182.9,121,16.1,3,1,1,69.22999999999999,AR,No
91,415,0,0,100,239.3,107,89.7,89,9.9,3,3,0,55.19,IL,No
81,408,0,46,124,270.9,103,222.5,98,6.7,2,4,0,53.45,IN,Yes
116,415,0,24,90,152.1,94,344.3,82,10.7,6,1,0,55.41,UT,Yes
69,415,0,37,98,142.4,105,143.7,117,5.9,4,1,0,40.040000000000006,LA,Yes
135,510,0,0,130,203.8,90,158.7,59,11.8,3,0,0,46.76,ID,No
73,510,0,0,102,195.7,110,253.4,71,8.4,8,2,0,58.8,KY,No
48,415,0,0,88,141.0,117,128.9,137,7.1,9,1,0,54.71,MI,No
125,415,1,0,78,270.5,142,107.3,84,12.2,2,0,1,77.01,NH,No
100,415,0,0,102,236.1,97,134.3,93,10.9,4,1,0,51.23,WV,No
165,415,0,33,140,213.3,111,267.6,115,16.0,3,0,0,41.42,OR,Yes
64,415,0,0,98,180.2,103,179.0,89,10.7,2,2,0,47.88,SD,No
116,510,1,27,137,210.6,60,294.8,121,6.9,5,1,0,49.6,MD,Yes
147,408,1,35,109,189.6,67,227.0,76,11.1,2,3,1,45.900000000000006,ND,Yes
115,415,0,0,113,176.4,102,297.1,119,11.0,7,1,0,53.01,TN,No
84,415,0,35,138,201.0,116,164.5,107,7.5,16,4,0,54.400000000000006,MO,Yes
86,510,0,16,105,206.2,111,255.4,117,11.6,2,4,0,45.28000000000001,IL,Yes
134,415,0,0,85,129.5,114,193.6,106,10.9,7,2,0,57.95,UT,No
105,415,0,0,106,182.2,77,203.9,107,11.6,2,0,1,57.190000000000005,MI,No
88,408,0,0,119,171.2,107,257.0,106,12.0,5,2,0,43.78,AR,No
90,408,0,27,51,236.5,118,123.2,111,12.6,6,2,0,50.14,TX,Yes
86,408,0,0,85,295.9,88,247.2,104,12.5,1,1,0,54.17,AK,No
37,415,0,0,126,204.5,110,118.0,98,6.8,3,4,0,56.790000000000006,TN,No
141,415,0,32,92,283.2,107,209.5,111,6.7,3,1,1,80.69,NH,Yes
148,408,0,0,148,262.1,87,225.5,99,9.8,3,2,0,51.04,NM,No
163,408,0,22,91,138.9,102,146.2,109,12.4,2,2,0,51.73,MN,Yes
89,415,0,35,108,196.7,100,127.4,74,11.8,3,1,0,49.56,IA,Yes
63,415,0,0,126,230.0,98,232.5,73,10.6,3,0,0,53.1,RI,No
102,415,0,0,106,182.0,102,244.6,75,12.6,7,2,0,39.8,AL,No
76,510,0,0,94,257.4,80,170.8,114,10.0,4,1,0,52.75,NC,No
104,408,0,0,92,118.7,87,236.6,65,6.0,6,2,0,45.74,SD,No
109,510,0,0,82,287.7,109,208.4,80,5.9,9,3,0,52.36,MT,No
105,510,0,0,116,261.5,95,241.6,104,11.4,9,2,0,46.63,HI,No
63,415,0,33,111,312.6,89,264.0,55,12.2,4,1,0,61.17,MT,Yes
105,415,0,24,99,193.5,118,299.6,109,10.8,3,3,0,66.07000000000001,KY,Yes
68,415,1,39,140,241.6,89,302.0,72,11.3,5,1,0,47.73,DC,Yes
63,408,1,21,99,147.8,89,210.4,114,10.0,4,1,0,41.02,CO,Yes
74,415,0,0,114,133.0,121,160.3,85,10.6,7,3,0,35.39,MI,No
76,415,0,0,85,222.9,66,188.2,113,12.4,2,0,0,52.76,AL,No
91,408,1,0,110,182.0,98,157.6,106,12.1,2,2,1,60.63,KS,No
101,415,0,0,114,186.4,123,153.3,122,11.5,6,5,0,58.510000000000005,NC,No
116,408,0,0,120,255.8,90,233.4,99,13.4,4,0,1,74.32000000000001,SC,No
131,415,0,23,145,236.7,93,294.5,100,12.7,1,1,0,52.59,CO,Yes
84,415,0,0,114,197.5,107,217.8,104,9.8,3,1,0,56.18,MN,No
104,415,0,0,100,215.4,58,164.3,98,4.9,4,2,0,43.21,WY,No
108,510,0,0,112,238.7,73,253.6,90,9.2,5,3,0,58.59,FL,No
111,415,0,0,117,158.1,91,266.2,123,9.7,9,0,0,46.97,NY,No
155,408,0,30,103,255.1,110,225.9,96,12.4,5,1,0,35.5,OK,Yes
66,510,0,0,85,196.7,112,261.7,83,6.8,3,1,0,53.870000000000005,ME,No
64,510,0,0,73,167.0,65,161.4,119,10.0,5,1,0,54.16,NE,No
69,415,0,0,122,258.7,111,169.7,87,8.9,1,2,0,62.98,OH,No
116,415,0,0,73,240.1,87,158.7,89,8.9,5,3,0,64.61,CT,No
101,415,0,0,84,184.8,115,108.9,109,13.5,7,0,0,63.1,DC,No
15,415,0,0,130,216.0,86,235.1,33,16.1,5,2,0,43.3,OK,No
88,415,0,0,136,257.7,72,132.9,118,13.4,2,4,1,76.78,NJ,No
197,415,0,0,96,218.9,111,182.9,109,9.5,3,0,0,60.94,IA,No
50,415,1,0,108,308.7,102,161.2,62,13.7,6,2,1,46.870000000000005,VA,No
172,510,0,0,123,183.1,94,395.0,72,12.7,7,2,0,47.86,VA,No
188,415,1,26,115,166.6,67,198.5,118,14.4,3,1,1,51.85,NM,Yes
85,408,1,0,86,229.7,127,204.2,109,10.1,3,3,0,41.99999999999999,FL,No
103,510,1,0,128,140.9,92,308.9,130,12.1,2,1,1,58.75000000000001,RI,No
136,408,0,27,84,221.0,147,145.7,110,10.0,4,3,0,53.400000000000006,NJ,Yes
155,408,0,21,91,213.9,84,88.2,111,8.6,4,0,0,53.8,NE,Yes
145,415,0,0,97,185.4,101,204.7,106,1.1,2,2,0,38.06,WV,No
116,510,0,12,108,151.0,118,179.0,80,9.0,6,2,0,52.84,WY,Yes
152,408,0,0,92,186.8,96,227.0,89,9.5,5,2,0,42.34,SC,No
65,415,1,0,123,155.8,112,256.9,71,9.2,10,0,1,62.96,MS,No
180,415,0,0,105,250.0,101,216.1,73,6.7,5,3,1,61.29,ND,No
67,415,0,0,117,217.4,124,188.4,141,12.8,6,0,0,40.49,IL,No
60,415,0,0,109,123.5,112,291.6,115,5.7,9,0,0,47.37,OR,No
138,510,0,0,96,257.1,94,209.0,63,12.1,8,0,0,60.120000000000005,UT,No
44,415,0,0,139,150.8,94,198.7,66,7.3,3,4,1,67.25,IA,No
25,510,0,0,69,209.0,117,219.7,82,14.4,6,2,0,62.900000000000006,ME,No
145,408,0,0,82,138.1,103,250.8,109,3.3,3,1,0,51.66,WY,No
122,510,0,28,62,233.9,88,170.1,84,7.7,3,2,0,50.17999999999999,WI,Yes
121,415,0,0,126,200.6,82,208.8,81,13.3,9,0,1,45.260000000000005,SC,No
55,510,1,0,77,123.5,100,96.4,92,12.9,3,0,0,32.02,DC,No
77,415,0,0,84,166.0,125,210.2,72,13.2,4,1,0,55.38,CT,No
12,415,0,0,98,212.5,90,182.1,95,9.8,7,2,0,55.49,OR,No
64,510,0,0,93,166.6,114,122.0,78,14.1,3,3,0,54.27,OR,No
92,415,0,44,95,274.9,73,162.4,121,10.0,1,2,0,51.91,NV,Yes
125,415,1,29,81,163.7,112,271.7,117,17.0,6,1,1,62.84,MN,Yes
160,408,0,0,117,317.0,129,160.4,121,10.0,2,1,0,57.94,OK,No
79,415,0,0,83,167.3,84,223.7,142,15.2,8,0,0,48.56,KS,No
36,415,0,0,97,196.8,104,259.7,110,7.0,7,3,0,58.59,RI,No
102,415,0,0,92,173.7,123,250.9,131,9.7,4,2,0,49.14,DC,No
138,408,1,0,81,174.4,115,193.5,96,11.6,4,1,0,63.580000000000005,IL,No
164,510,0,0,95,249.8,94,132.6,100,7.3,3,3,0,55.86,UT,No
125,415,0,0,82,269.4,85,187.1,74,10.1,3,0,1,66.55,MN,No
72,408,0,0,113,149.8,112,168.2,79,9.8,7,2,0,45.96,WI,No
74,415,0,0,86,222.4,99,259.0,121,12.3,5,3,1,75.61999999999999,MI,No
134,415,0,41,82,324.7,77,160.1,112,11.9,5,0,0,58.35,MI,Yes
145,415,0,0,89,274.3,119,226.6,69,12.4,4,1,0,56.56,MA,No
136,510,0,0,91,207.5,111,135.0,107,11.6,5,0,0,39.370000000000005,AL,No
209,510,0,0,124,230.6,110,218.0,69,8.5,5,3,1,65.27,SC,No
66,415,1,0,84,173.3,88,264.7,107,8.3,3,3,0,52.45,WI,No
152,510,0,20,108,96.6,82,170.7,145,7.9,5,1,0,46.82,VT,Yes
162,408,0,0,121,143.9,136,203.0,97,12.1,13,1,0,23.86,CT,No
72,510,0,0,133,134.9,96,227.5,97,11.2,3,2,0,38.510000000000005,OR,No
101,415,0,0,89,237.9,114,154.3,85,9.7,7,4,0,65.88,HI,No
125,415,0,0,128,198.1,71,135.9,116,13.2,3,0,0,55.42,WV,No
46,408,0,0,105,172.4,83,145.1,89,9.0,2,2,0,23.95,RI,No
132,408,0,0,104,234.2,132,191.7,87,8.9,3,1,1,71.81,MI,No
193,415,0,31,58,124.7,105,155.5,108,11.7,3,0,0,25.86,ME,Yes
63,510,0,0,69,245.0,135,202.1,94,14.7,4,0,1,69.31,WV,No
124,510,0,0,134,261.5,113,182.3,111,10.0,3,1,0,57.45,NE,No
144,415,0,0,101,255.5,127,228.6,68,11.6,2,0,0,47.51,DC,No
116,408,0,24,138,203.8,90,166.9,89,6.0,3,2,0,50.15,NH,Yes
189,415,0,30,116,195.5,50,170.1,108,15.4,6,1,0,47.16,MD,Yes
97,408,0,28,93,185.4,98,312.8,78,6.1,8,1,0,65.54,NH,Yes
137,510,0,50,94,178.0,106,215.6,100,12.1,4,2,0,50.11000000000001,WV,Yes
142,415,0,38,104,136.0,114,249.1,127,4.3,6,0,0,40.48,IL,Yes
84,510,0,0,125,182.9,88,213.7,121,13.8,2,1,0,53.85999999999999,OK,No
119,415,0,19,110,212.8,100,226.3,123,10.0,6,1,0,51.07000000000001,NH,Yes
158,415,0,0,103,89.1,95,302.2,82,10.3,3,1,0,43.65,MI,No
50,415,0,0,127,127.4,100,166.8,105,9.6,6,1,0,63.620000000000005,ND,No
98,408,0,0,82,156.3,118,158.8,83,10.1,5,2,0,39.16,LA,No
101,415,0,24,95,161.5,86,176.3,90,13.0,9,2,0,36.63999999999999,HI,Yes
182,415,0,0,124,180.5,108,217.5,104,9.5,11,2,1,65.36,NJ,No
51,408,0,0,111,139.5,69,197.0,87,12.0,3,0,0,43.88,WV,No
117,510,0,0,94,138.0,149,148.7,102,9.9,1,2,0,50.85000000000001,NC,No
92,415,1,0,125,142.7,111,181.2,101,11.7,3,0,0,58.78,PA,No
86,408,0,0,71,285.1,91,166.4,155,6.2,3,2,0,51.09,MI,No
122,415,0,0,93,223.9,103,211.9,122,8.7,4,2,0,41.66,WY,No
156,408,0,27,137,199.9,115,244.2,112,14.8,8,1,0,53.67999999999999,NJ,Yes
127,510,0,0,91,217.2,92,243.1,128,13.9,6,0,1,63.89,NJ,No
130,408,1,0,106,363.7,86,126.7,123,16.9,2,5,1,72.22,NC,No
158,408,0,0,114,256.6,69,235.3,104,0.0,0,2,0,51.12,NM,No
145,510,1,30,107,153.3,116,233.6,85,11.1,3,1,0,45.83,MS,Yes
90,415,1,26,104,188.8,104,213.3,76,13.3,3,0,1,48.370000000000005,TX,Yes
127,510,0,27,113,254.0,102,242.7,156,9.2,5,3,0,24.51,OK,Yes
109,415,0,0,143,211.7,105,243.0,116,9.9,2,1,0,51.96,ID,No
88,415,0,0,90,151.5,87,143.0,100,7.5,3,1,0,45.830000000000005,AL,No
101,510,0,9,116,210.0,121,139.1,65,10.8,9,0,0,47.99,WY,Yes
171,510,0,0,122,173.7,85,257.1,84,10.3,1,0,0,49.81,HI,No
21,415,0,0,142,216.5,114,214.7,111,12.4,2,1,0,59.69,VA,No
145,408,0,31,94,225.1,123,234.7,109,10.7,1,2,0,58.74,WV,Yes
90,415,0,0,124,266.6,100,243.3,80,8.0,7,2,0,58.56999999999999,DE,No
33,408,0,0,115,195.4,118,102.4,86,7.1,7,1,0,45.650000000000006,CA,No
61,408,0,40,78,180.6,100,174.1,115,10.2,2,2,1,35.95,PA,Yes
107,415,0,0,108,162.4,110,155.0,102,13.4,1,3,0,52.190000000000005,CO,No
147,408,0,0,92,231.8,82,283.6,83,6.2,1,0,1,67.95,MD,No
117,510,0,0,84,181.7,91,177.3,67,7.7,10,2,0,44.5,AL,No
95,415,0,0,116,202.4,110,171.4,105,14.2,6,1,0,60.11,AL,No
186,510,0,0,97,187.7,118,146.4,85,8.7,6,1,0,41.73,KS,No
128,415,0,0,94,270.4,92,191.0,88,7.9,4,0,0,55.61000000000001,MI,No
55,408,0,39,101,178.3,117,246.5,104,8.1,1,3,0,41.03,AK,Yes
134,415,0,0,86,171.4,100,186.5,80,12.9,2,2,0,19.38,OH,No
96,415,0,23,88,147.4,89,350.2,108,11.3,7,1,0,46.71,IN,Yes
107,415,0,0,79,262.4,117,149.3,69,10.7,3,0,0,60.36,SC,No
123,415,0,0,106,153.7,101,50.1,87,12.5,1,2,0,40.24,KS,No
35,415,0,0,59,283.3,101,285.4,83,5.8,7,2,0,56.11,OK,No
74,408,0,0,136,240.3,104,237.3,133,12.0,3,0,0,53.830000000000005,WI,No
130,408,0,0,129,167.8,104,141.8,124,12.6,9,1,0,37.31,IN,No
137,408,1,0,103,176.7,84,263.4,81,14.2,4,0,1,59.19,IL,No
88,415,0,0,116,187.0,119,220.3,96,10.5,7,1,0,49.6,TN,No
80,408,0,0,90,164.0,98,169.4,80,9.5,4,3,0,25.27,DC,No
116,408,0,19,104,185.4,118,192.7,116,8.2,2,3,0,44.44,NC,Yes
123,510,0,23,88,265.0,105,239.7,108,14.9,3,2,0,68.2,RI,Yes
120,415,0,0,99,163.1,109,201.1,116,10.7,3,1,0,39.14,MS,No
146,415,1,0,126,313.4,95,215.7,82,10.5,6,1,0,48.370000000000005,VA,No
106,510,0,9,100,324.8,109,79.9,86,8.2,4,3,0,44.87,KY,Yes
121,408,0,44,85,150.1,120,246.8,98,12.0,2,1,0,35.72,NV,Yes
137,510,0,0,81,133.1,94,253.1,77,9.1,2,1,0,40.21,WI,No
84,408,0,30,65,225.7,108,188.6,61,5.7,3,2,0,38.83,NH,Yes
67,510,0,31,68,199.2,73,219.8,99,13.2,6,1,0,50.27,NE,Yes
161,408,0,0,84,177.8,125,172.9,90,5.9,2,4,1,43.0,WI,No
134,510,0,34,105,225.5,133,186.3,76,6.1,5,2,1,62.84,NJ,Yes
62,415,1,32,93,236.7,132,192.2,137,13.2,3,0,1,60.81,ME,Yes
120,415,0,24,81,234.9,71,166.4,128,9.0,13,1,0,61.08,WY,Yes
130,408,0,30,117,249.5,141,157.8,103,7.4,7,0,0,54.66,IN,Yes
20,408,0,0,89,253.4,51,273.1,105,12.3,6,2,0,56.62,WI,No
68,415,0,0,119,211.8,105,198.1,101,10.3,3,1,0,47.78,VT,No
112,415,0,0,150,212.8,104,178.1,98,8.5,4,0,0,55.86999999999999,CA,No
77,408,0,0,95,212.0,98,282.3,81,11.3,4,3,0,52.67,IN,No
109,415,0,0,74,169.7,75,264.3,94,9.0,3,2,0,54.68,SC,No
108,415,0,0,101,170.7,86,237.4,113,11.6,3,3,0,51.83,IN,No
79,415,0,17,114,243.7,93,211.9,114,9.1,2,1,0,51.71,IA,Yes
119,408,0,0,88,243.5,79,230.9,92,10.9,3,3,1,64.28999999999999,MD,No
38,510,0,0,109,211.8,97,137.9,109,9.2,3,5,1,50.35,MN,No
109,415,0,29,90,263.5,98,224.7,128,9.0,6,6,1,43.73,AR,Yes
78,415,0,0,74,214.8,58,201.3,147,10.8,6,1,0,36.09,MS,No
134,415,0,0,99,246.9,111,200.0,133,7.2,2,0,0,64.42999999999999,MN,No
47,415,0,27,89,127.3,118,284.4,95,7.7,4,2,0,40.95,WA,Yes
59,408,0,27,110,103.3,99,164.2,73,9.1,3,0,0,32.9,MS,Yes
151,415,0,0,106,292.7,103,224.6,82,5.5,3,0,0,59.49,ID,No
129,415,0,0,131,256.1,105,176.6,135,11.1,4,1,0,34.07,NC,No
107,510,0,27,104,224.1,152,241.3,63,14.4,7,2,0,71.12,VA,Yes
137,408,1,0,112,246.5,117,173.2,100,10.9,3,0,1,67.75,MT,No
76,510,0,0,142,211.7,75,194.9,76,9.3,2,1,0,35.88999999999999,MI,No
24,415,0,0,132,115.9,129,185.4,136,16.2,2,0,0,54.27,HI,No
169,408,0,0,82,231.4,110,131.2,67,10.0,4,2,0,46.60000000000001,NC,No
30,408,0,0,68,179.3,96,247.2,101,10.2,8,1,0,27.17,MN,No
70,415,0,0,87,131.0,114,216.9,104,9.4,3,3,0,50.2,WV,No
52,510,1,0,118,196.6,80,192.0,53,11.0,2,0,1,62.42,SD,No
3,408,0,0,99,250.7,108,286.2,87,6.1,3,4,0,46.59,HI,No
38,415,0,0,114,208.7,105,203.4,98,14.4,2,2,0,41.57,MS,No
104,415,0,0,108,132.2,75,177.7,91,10.6,8,3,0,58.98,NY,No
27,408,0,0,105,204.0,99,224.2,122,9.1,4,1,0,33.84,LA,No
166,415,1,28,126,253.6,76,128.5,72,11.4,5,1,0,54.53,KS,Yes
13,408,0,0,100,211.2,79,259.3,112,13.6,8,2,0,59.09,MA,No
52,408,0,0,104,152.3,83,134.3,109,11.8,4,2,0,53.03,AK,No
114,415,0,25,77,290.0,110,177.1,110,11.6,5,1,0,49.71,SD,Yes
156,408,0,0,106,152.9,112,215.9,86,3.5,3,1,0,39.540000000000006,CO,No
90,415,0,42,66,263.3,85,214.4,97,11.1,4,0,0,58.24,NH,Yes
62,415,0,0,122,103.8,95,180.6,106,10.8,5,2,0,43.96,WV,No
82,415,0,33,95,235.5,128,268.1,70,11.0,6,2,0,46.42,AZ,Yes
52,510,0,0,80,142.7,101,258.3,89,12.3,4,3,0,37.43,ME,No
146,510,0,0,77,213.6,100,218.4,72,10.7,6,1,0,40.7,NH,No
120,415,0,23,114,254.7,84,250.5,117,7.2,5,2,0,61.31,RI,Yes
130,415,0,0,113,186.5,103,195.3,99,18.3,6,1,1,65.62,ID,No
90,408,0,0,91,194.4,94,143.1,80,11.4,9,1,0,30.02,WI,No
147,408,1,0,113,164.7,110,111.0,87,10.1,4,1,0,47.98,NM,No
159,415,0,0,68,143.8,74,140.1,111,10.3,3,0,1,43.46,WY,No
74,510,0,27,122,195.3,150,276.7,86,13.2,2,4,0,46.36,IL,Yes
130,408,0,0,101,170.2,105,209.2,64,5.7,5,0,0,58.85,TX,No
155,408,1,0,94,291.7,108,96.4,111,11.2,3,0,0,55.54,RI,No
87,415,0,0,80,187.0,89,133.5,96,16.6,4,2,0,54.09,MI,No
81,415,0,0,48,236.4,82,187.6,78,13.1,5,0,1,78.83000000000001,OR,No
99,510,0,0,78,215.3,120,143.7,140,14.3,9,2,0,43.97,VA,No
131,510,0,0,110,200.5,101,202.6,125,10.2,11,2,0,51.73,SD,No
89,510,0,0,71,214.1,68,214.9,100,10.3,4,5,1,42.94,AL,No
123,415,1,0,106,128.9,96,251.9,129,6.3,6,4,1,34.0,MS,No
130,510,0,26,108,224.3,122,204.0,118,12.6,4,1,0,66.19,MS,Yes
99,415,0,0,90,146.4,70,169.4,95,10.5,6,1,0,36.46,HI,No
36,408,0,0,144,216.9,69,243.7,146,9.9,3,1,0,50.88,WV,No
87,415,0,0,91,173.4,105,256.3,109,7.5,5,3,0,37.9,WV,No
139,415,0,0,130,156.0,131,136.3,108,11.6,9,2,0,62.56,WV,No
189,510,0,0,80,143.3,117,130.6,69,11.7,7,1,0,52.72,IN,No
96,415,0,33,115,201.4,87,177.4,84,10.4,15,3,0,51.09,NM,Yes
112,408,0,0,119,214.4,67,179.5,112,10.3,5,2,0,38.19,DE,No
75,408,0,0,70,228.9,97,222.2,118,14.3,3,1,0,57.88,NC,No
178,415,0,35,88,190.0,65,138.7,94,10.5,3,2,0,48.81,NM,Yes
112,415,0,0,97,214.6,94,306.2,100,14.2,2,2,1,67.28999999999999,SC,No
108,415,0,41,110,136.1,78,183.4,103,10.8,7,0,0,43.66,NJ,Yes
100,510,0,0,98,225.6,102,150.4,106,14.0,8,0,0,36.34,AZ,No
121,510,0,20,110,215.1,120,238.5,107,9.4,2,0,0,56.84,RI,Yes
116,415,0,0,101,195.8,95,210.1,87,10.0,6,1,0,30.17,SD,No
161,415,0,0,100,213.7,74,141.5,69,11.5,4,1,0,50.75,NH,No
19,415,1,0,98,207.1,121,182.2,95,4.5,4,0,0,59.23,AL,No
104,415,0,0,123,162.8,106,272.1,85,10.1,4,1,0,54.96999999999999,WV,No
119,415,1,32,101,209.4,93,231.1,91,12.2,4,0,0,50.5,ID,Yes
125,415,0,0,102,143.8,87,198.9,105,8.0,2,0,0,52.61,MD,No
156,510,0,0,122,181.5,91,185.7,151,7.7,4,1,0,57.92,IN,No
109,415,0,0,128,217.0,116,182.1,86,10.0,5,2,0,44.44,WY,No
95,510,0,0,109,176.1,107,189.6,88,8.2,3,2,0,41.41,NH,No
90,408,0,0,126,126.2,118,274.2,71,4.6,4,1,0,36.18,MN,No
105,415,0,21,112,197.3,43,267.4,93,8.7,3,2,0,44.11,MA,Yes
